id,dialect,dialect_l_encoded,text,arabic_region
893157821688238080,OM,0,حسابشخصي حسابشخصي بعدك ما جربت اورثو وتكون وحدك طبعا ومعك رزدنت عيار,Gulf
1025074764707254400,LY,17,نزله الدولار ان شالله اصلاحات مش جريه من التجار باش الناس تبيع,Maghrebi
1026263539546087424,QA,4,حسابشخصي حسابشخصي حسابشخصي حسابشخصي 🤣 اشكرك والله اني كنت ادور علي شي يضحكني طقطقنا شوي والحين اخليك مع نهايه قطر 😆 والشعب الاصيل الاصلي,Gulf
1162447290067554304,AE,15,حسابشخصي يوم انك مسوي ريجيم و ظالم للنفس ما بعاشيك وايد 😂 ,Gulf
1012014134500712448,SA,2,حسابشخصي حسابشخصي وش معني ( كارما ) بعد لعبوا في مخي ذا الحريم,Gulf
945730947965771776,YE,12,حسابشخصي بس احنا راح نهزمكم 😂 ,Gulf
885565669546315776,BH,13,حسابشخصي حسابشخصي اش هالمسلسل يا روان ؟ حلو ؟ ,Gulf
1012693392327769984,KW,3,مين يصدقني اذا قلت الفراق بلا سبب . . ,Gulf
546063097002487808,JO,6,من اغنياتي . . فرصه عمرك ضاعت منك لما رفضت مشاعري زمان قلبي تمسك بيك وكانك في الدنيا اخر انسان لو كنت استنيت في . . . رابطويب,Levantine
887816443936550912,SD,1,الصوره دي عميقه بتقول ناس الشمال لونهم حمر والغرب خدر والجنوب زرق والوسط ناس بيض 😎 رابطويب,Maghrebi
1134324667391434752,LB,5,ما خاب من قال يارب ❤️ ,Levantine
1154286178906071040,YE,12,حسابشخصي طبيعي فيه امور ماينحكي فيها الا بالخاص,Gulf
1068617876335222784,LY,17,حسابشخصي رغم انه كمل نص عمره في ايطاليا ولعب في برشلونه بس كل ما يسالوه ما يجيبش غير في سيره مدريد سبحان الله 😉 ,Maghrebi
993937703296172032,QA,4,حسابشخصي للاسف احنا مانتعلم من الاحداث السابقه معلق المباراه عليحسابشخصي كان يمدح فريق العين طول المباراه ويتمني ان العين يقلص النتيجه وطير عمور والشحات لانه مصري السما والحين يونس محمود يدافع عنهم #لابد من وقفه صارمه ضد هؤلاء الي مب عاجبه الله يحفظه,Gulf
964769045450055552,DZ,14,واحلي صباح صباحك #ميس_تايلور 😍 يلا صبحنا يا حلوه 💝 . . يومك اجمل يارب 😘 رابطويب,Maghrebi
1172864920255418368,OM,0,حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي اي والله، جو يريح النفس 👍 ,Gulf
755395656840249344,JO,6,اللي بيمشي ع اجريه ما بينحلف عليه مثل كتير صح 👌 ,Levantine
1172494755030343680,LY,17,حسابشخصي مربعات 😂 وبدون ابله لو سمحت,Maghrebi
1169694746576637952,SA,2,هذي اخرتها 🤦 🏻 ♂️ تتسولون لجمع متابعين للرخمه السويدي 😂 والله مانخليه يتهني بحساب ماسح الجوخ وذنب ايران لان وحوش #الجيش_السلماني داعسين عليك ياكراع البطريق الفاطر والحين سمعني صياحك يالمرتزق ويابوق عزمي 🦴 💸 رابطويب رابطويب,Gulf
886917176661344256,BH,13,حسابشخصي حسابشخصي حسابشخصي لالا السالفه مب جي لان البحرين حارقه قلوبكم وللحين حاقدين علي جزيره حوار بس هه ولا بتطولونها لو ش تسون واتركوا عنكم قال سله فاسده 💁 🏻,Gulf
1055149357014679552,AE,15,لو تيبون مورينيو ما بتترقعون,Gulf
1081897166766067584,PL,11,عامر شفيع يا بطلل 😭 ❤ 🇯🇴 ,Levantine
1114587834453774336,MA,9,حسابشخصي وتقول اخويا القايد حتي حاجه ما كملت وكاين لي مازال حتي الساس ممديورش لها,Maghrebi
989084916288753664,JO,6,حسابشخصي اخ يا ريت بتعرف بحياتي ما شفتها لاربد,Levantine
893530680474447872,SA,2,يوم كان اسمها سياره بليله كانت كخه والحين يوم صارت فود ترك طوابير قدامها 😂 ,Gulf
1174045881852731392,PL,11,حسابشخصي ومالو بنحضر فيهم كلهم,Levantine
971868834524270592,MA,9,يشويني فيهم، عاوتاني جابو لينا لو ميم بغاسلي #غرد_بصوره #الفاهم_يفهم # 8 mars رابطويب,Maghrebi
1043909666852372352,QA,4,حسابشخصي حسابشخصي حسابشخصي عجيبه بس ٣٠٠ ريال ياساتر علي القاضي 🙀 ,Gulf
1155810580080537600,JO,6,حسابشخصي الله يشفيه يا رب ما يشوف شر ان شاءلله 🙏 🏻 🙏 🏻 🙏 🏻 🙏 🏻,Levantine
650319865933201408,KW,3,فن برمجه الذات #الكويت رابطويب,Gulf
1064136349538672640,TN,16,حسابشخصي حسابشخصي متاكد ؟ ؟ ؟ ؟ ؟ نتصورك تتفرج في بطولتنا 😂 ,Maghrebi
907160000015077376,SD,1,حسابشخصي كاركاتير حسابشخصي حساب سوداني اساسا,Maghrebi
1016376340516352000,MA,9,حسابشخصي حسابشخصي حسابشخصي والله كترانه اسبابهم بس الله بعين وعلي قد كبر هالفضاء ما بيقدروا يحبسوا الاحرار مثلك,Maghrebi
597571744656957440,LY,17,حسابشخصي كلام بدو ما عليك فيه ــههــ الجمل المفيده مع البدو ما تمشي ! ! ,Maghrebi
1090904312790872064,JO,6,حسابشخصي حسابشخصي تمام هدا البحكي فيه,Levantine
921668601165369216,SD,1,انا ما بحب المصارعه الحره دي لكن الشريحه القاعد يركبها بري وايت في الناس دي واسلوب مخاطبتو سمحه عديل بستخدم اسلوب الخير والشر,Maghrebi
1172865111717031936,YE,12,حسابشخصي لا اصبر اكيد فتره وتعدي,Gulf
890649195555594240,QA,4,حسابشخصي حسابشخصي حسابشخصي حسابشخصي هلا هلا بعيال المعجزه,Gulf
1175510414882430976,EG,10,حسابشخصي هو عزل السيسي ومحاكمه القتله دول عليهم خلاف ؟ ! ! هو دستور 2014 اللي اتعمل وسط انقسام شعبي دا حلو وكيوت لكن 2012 اللي كل الشعب نزل فيه دا كان وحش ؟ ! ! ثم انا من حقي اعرف مين بيتكلم باسمي وليه بيتكلم من غير اذني ناس اهي كانت بتتكلم وبتتفاوض وتقبض باسمي واسمكرابطويب,Egyptian
1084600596257218560,MA,9,حسابشخصي الله وكيلك راهم ماشي يومين راه نص ساعه يفوتو مثل البرق برق ماتقشع 😭 ,Maghrebi
1187295533058199552,DZ,14,حسابشخصي صباح الورد منوش الزينه 🌺 ,Maghrebi
1132572225981341568,IQ,8,حسابشخصي طبعا الغاء علي صدام ومابعده اوافقك الراي بالدعاء عليهم * ,Gulf
1125532138248593408,KW,3,حسابشخصي تركيه بدليه بالجلاب افضل,Gulf
880516734771507200,BH,13,حسابشخصي وبعدين من قال انهم قدموه ف تويتر هاي الناس منزلينه ❤️ ,Gulf
694249520255930368,OM,0,حسابشخصي حسابشخصي اعوذ بالله لو تبيع ببلاش ما شريت منها 🌝 ,Gulf
944228324909383552,DZ,14,حسابشخصي كلنا هيك مو بس انتي 😕 ,Maghrebi
894997340171505664,DZ,14, 🔥 🔥 وبكرا وبعدو 47 راح نتشوطو 😢 رابطويب,Maghrebi
1048528355849621632,SY,7,حسابشخصي دخيل ربك كوكو وانا رح ضل حبك كتير ❤️ ,Levantine
895805976040792064,LY,17,حسابشخصي اصعب شي عندي الرسم,Maghrebi
1164126059874455552,OM,0,حسابشخصي دار راسي وما فاهم شي 😂 ,Gulf
438119175505317888,KW,3,اليوم التايم لاين صاير كانه شارع الهرم ! ! ! ,Gulf
973559403734622208,LB,5,حسابشخصي هاهاهاها ولوو معقول بعد في اسئله بس كامشه حالي ما بدي اسال,Levantine
1091291843634049024,LY,17,حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي وين مكانك يا حاج,Maghrebi
438772754020843520,BH,13,حسابشخصيعلي قوله حسينو في درب الزلق شيل صوره كلب خل صوره خروف,Gulf
1033627863029829632,OM,0,حسابشخصي حسابشخصي 😒 مرضو وماتو الله يرحمهم,Gulf
1159372293358989312,LY,17,حسابشخصي حسابشخصي في دوري متاع سنه الي فاتت لقيت فيه الشباب كلهم . . نظام يدير اب ديت وحده اول ماتخش,Maghrebi
1093137668693737600,JO,6,حسابشخصي في كم نائب للي يتابع الجلسات يعرف انهم دايما يفتعلوا مشاكل وحتي يخربوا علي زملائهم ويتصدوا لاي نقد ينحكي تحت القبه وكانه معهم وصايه علي الاردن والنواب والشعب,Levantine
1080136478104174592,PL,11,نافاس افضل من كورتوا بمليار مره 😢 رابطويب,Levantine
955895603778768768,SY,7,طلع جيش من كرتون متله متل جيش ابو شحاطه لولا الدعم الجوي حقكن نص فرنك مصدي,Levantine
1058329151445352448,JO,6,حسابشخصي هه ماشي ي سامر توكل ع الله 💔 ,Levantine
1016036040480579584,LB,5,#شو_بدا_بعلبك قبل كل شي . . . بعلبك بدا يبعدوا عنها الخبثاء يللي بيحفروا بالجرح ! ! ! ! ,Levantine
1003837582562733952,IQ,8,حسابشخصي اني ادرس فيزياء واكرهه ما اطيقهه,Gulf
1161647682190024704,SD,1,حسابشخصي مشاء الله ساعدو كتير عشان يتطور كمان وكمان,Maghrebi
933377571579940864,DZ,14,اليوم في زياره ام الذيابي واخوه #زد_رصيدك 51 ,Maghrebi
776105830907346944,PL,11,حسابشخصي شبدي فيه خلص خطب بدنا نشوف غيرو 🙊 ,Levantine
1061153468084306048,PL,11,صباح الاجواء الحلوه والذكريات الحلوه والايام الحلوه صباح احلي يوم وهو عيد ميلاد اغلي شخص علي قلبي اليوم اللي انولدت فيه رفيقه الدرب و شريكه العمر الحب والسند وجه الرزق و حبيبه القلب زوجتي ( ام جوري ) كل عام وقلبها الطيب بالف خير . ❤ وفوق كل هادا كمان 100 $ عالصبح رزقه من رب العالمين ❤,Levantine
1163663153542172672,TN,16,حسابشخصي كل عام وانت بخير يا غالي ان شاء الله ربي يعطيك الصحه 🌺 ,Maghrebi
699563173574094848,LY,17,البنات ياربي 😱 بصااير مش بنات 😒 . . . ,Maghrebi
1037107204292321152,YE,12,حسابشخصي اكيد ان هذا باب للفساد ولن يطبق الا للفاسدين حبيت فقط اوضح ان 200 مدعوم بفارق 10 ريال اذا يشنوا يطبقوه يشترطوا تسليم المبلغ في الخارج باسم المريض عبر حواله,Gulf
987972709769469952,LY,17,حسابشخصي يسعد صباحك و يومك 😊 ,Maghrebi
1167536233700048896,DZ,14,حسابشخصي عندنا بالجزائر اسمه الطيب . . وانا اعشقه ع طول حبته بفمي 😋 ,Maghrebi
1003941189081616384,SD,1,حسابشخصي حسابشخصي الله يعطيك العافيه ي ابو مشعل ويطول عمرك اللي انت جبت تميم رابطويب,Maghrebi
1174604378378002432,SY,7,حسابشخصي جيبها الها خطي مو مشكله اانا بطلع منه ,Levantine
1152523060966240384,AE,15, شويه همج ولو فزتم بكاس العالم رابطويب,Gulf
1125373173443248000,OM,0,حسابشخصي الحديقه للصغار وصراحه للكبار 😂 ,Gulf
955378071615373184,YE,12,حسابشخصي حسابشخصي درستو الهاي سكول هانا في امريكا,Gulf
944648052161368064,QA,4,حسابشخصي السلمانيه اقولج بس استريحي والله لو تحصل لج الجنسيه كان انتي اول وحده تبي تاخذ الجنسيه وع فكره ماعندج غير هالكلمه المنتخب المجنس تري قديمه انتي شخبارج جيبي شي يديد 😂 وربي انج جاهله روحي اشغلي نفسج في شي افيد لج,Gulf
1153667218955259904,DZ,14,حسابشخصي حسابشخصي 😂 انت نزلت اسفل سافلين تسب شعب شو عمل الك خليك اخرص لانك ما بتعرف شو بتتكلم,Maghrebi
1038311981143482368,SY,7,حلو كتير الواحد يتصبح بعطل سيارتو ويروح ع الشغل متاخر بدايه اسبوع موفقه 😷 ,Levantine
1056591019146387584,LY,17,حسابشخصي حسابشخصي الي تسمعه تقوله هكي زي الي، ودانه كبار،,Maghrebi
1032785340958945152,LY,17,والعيله والخوت والناس الطيبه,Maghrebi
1141379210021355648,TN,16,حسابشخصي 😂 هاذي تستاهل الضحك فعلا 😂 ,Maghrebi
1112884007157600384,SD,1,حسابشخصي تسقط بس مس ديل ياهم السرقو الكحل من عين القصيده مش ولا مامش,Maghrebi
1003314023490838400,BH,13,⠀⠀ بكره يمر احلي من اللي بكيناه . بكره تزين ب عون الله وننسي . ⠀⠀بوحء من اقصاهـه#ك⠀⠀ رابطويب,Gulf
249451291204517888,SD,1,من بعد فرقتنا ديك مين كان بيفتكرك تعود كنت بحتاج ليك بشده وانت بعيد مافي عيشه بلاك بتبقي ومافي نشوه ومافي ريد رابطويب,Maghrebi
1011723394352640000,QA,4,حسابشخصي انا اذكر حمله ( يارب مايوافق ) 😂 ,Gulf
804033792780468224,SY,7,حسابشخصي معقوله انيي 😜 بس بلا اغاني حزينه خليها شي بيفرفح,Levantine
1016001463527641216,SY,7,حسابشخصي وانتو خليكن محاصرين قطر,Levantine
1160266528136282112,TN,16,حسابشخصي حسابشخصي مبروك 😍 ومرحبا بيكم و ب اليسا في سوسه 😊 ,Maghrebi
1158640423725883392,BH,13,حسابشخصي ماش مايطمن لا بنيه جسمانيه ولا طول ولما تكون وياه الكوره خايف,Gulf
950124580554846208,TN,16,صح ابتدينا في المحبه حبايب بس انتهينا في دروب المقادير 💔 ,Maghrebi
1005760406223249408,LY,17,حسابشخصي قصدي علخاص مش للحوش,Maghrebi
945427871950098432,JO,6,#السعاده تشبهك وتاخذ من عيونك كثير ❤ تصبحون علي سعاده,Levantine
865983205647814656,AE,15,صوت بوخالد غير احساس مشاعر صادقه رابطويب,Gulf
1157536330240397312,BH,13,حسابشخصي زين يب لنا جم خاروف معاك حق العيد,Gulf
1086343627905880064,PL,11,حسابشخصي حسابشخصي هه تخيل انا كمان رجعت شفت الستوري 😂 ,Levantine
926713273503887360,OM,0,حسابشخصي بنتواصل مع صاحبك راعي النسكافيه 😂 حسابشخصي,Gulf
925209673028063232,OM,0,حسابشخصي من اجمل اللي مروا هنا 🎈 ,Gulf
1188008463806414848,LB,5,حسابشخصي حسابشخصي عم يعمل قهوه عل الفحم صار انا جاي جاي,Levantine
592621291284275200,OM,0,حسابشخصي انا عبيت الاستماره . . بس انتظر اليوم و التاريخ للامتحان ماده الكالوكلس ٢ و للحين ما نزلتوا شي,Gulf
875431663446089728,PL,11,حسابشخصي حسابشخصي كلامك صحيح اخي خالد ولكن مش بالاستهبال والسخافه اللي ظاهره بالمسلسل وظهور الجن والتعامل معه لها اسس,Levantine
490279225895559168,SY,7,حسابشخصي وين قررتي تدرسي بعدين ! ؟ ! ,Levantine
176209678001377280,QA,4,صباح اليوم قبل الاخير : ( ,Gulf
872027891155877888,QA,4,حسابشخصي كل الاحترام لجميع اهلي واخوانا بالمملكه العربيه لكن انت ما احترمت العيش والملح بكلامك . . بلدنا بلد اكرمك ودفع مستحقاتك وما ضرك عشت فيه كريم,Gulf
642984938803888128,YE,12,حسابشخصي حسابشخصي ماتقرفوا من بعض انتوا في البالتوك في الواتس في انستقرام في السناب حتي في تويتر تسولفوا مع بعض 😂 ,Gulf
1134744929572462592,PL,11,نعسانه ومش جاي ع بالي امسك كتاب 😡 ,Levantine
1090363224820760576,DZ,14,حسابشخصي اذا قالوا الله يرحم صدام ردوا وقولوا الله يطول باعمار الحمدين,Maghrebi
1122949701291081600,JO,6,حسابشخصي رها 🌸 ربي يباررك بعمرك ومبارك علينا 💙 باذذن الله 🔥 ,Levantine
1115619050300825600,EG,10,حسابشخصي اتهدي يا وليه بقي,Egyptian
976407222778499200,SA,2,حسابشخصي الظاهر ماثر عليك لبن الحمير هه,Gulf
789978192698347520,JO,6,✍ . لا صــاﺎر #مالي حظ فــيك انت بالذﺎت ، ما عــاد ابي غيرك ، لو #يــزين حضي↓ ❁ ء ↓ ❁ ء ↓ ﴿ 🎼 # 💔 ﴾ . . ✔,Levantine
1140513534859784192,LY,17,لاحول ولا قوه الا بالله ، حتي الشباب الليبي مولين عندهم عقده نقص زي الليبيات ويبو يولو اوروبين بالسيف رابطويب,Maghrebi
825323212326260736,BH,13,سبحان الله وبحمده ، سبحان ربي العظيم 💗 ,Gulf
1171196851464417280,DZ,14,حسابشخصي حسابشخصي انتي قلبك قاسي اوي اوي,Maghrebi
953727153476194432,DZ,14,عجبني التاق بس بليز كلام راقي لان كل الجماهير والحاقدين راحو يشوفو كلامنا #عتب_جمهور_الذهبي,Maghrebi
1087438914254749568,JO,6,ناويلك علي نيه بس انت اصبر شويه اذا ماعلقك فيني وهواك يصير بديا 👸 حسابشخصي,Levantine
1118911136437555200,TN,16,ياربب اكفينا شر مؤامراتهم,Maghrebi
1158059549720481792,EG,10,حسابشخصي شكرا ليكي بس اكيد مش هنخوض المغامره دي مع طفل حديث الولاده,Egyptian
578895028908634112,AE,15,الكويت ودولتي متماسكين . . مثل ما تمسك يدي بايد الصباح . . عالتعاون ما تفرقنا السنين . . والتوحد من فلاح… رابطويب,Gulf
1056276265005650048,EG,10,حسابشخصي يعني ايه ده لسه في خسه وناداله بشكل ده اللهم لطفك بالمهمشين في الارض واللهم زلزل الجبارين في الارض حسبي الله ونعم الوكيل ايه الاستفزاز ده,Egyptian
532671724807262208,LY,17,مشاركتي المتــواضعه بمهــرجان الخريــف . . . خمسه صور . . للعرض و البيــع طبعا . . ; ) مش غاليات ما تخافوش . . . رابطويب,Maghrebi
942076249635196800,IQ,8,شنو هالتغيرات اللي دا تصير بهالسرعه الكبيره شلون مفاهيم راسخه صارلها عشرات السنين انهارت بمده قصيره بدون اعتراض من اي احد رابطويب,Gulf
946829383859351552,AE,15,حسابشخصي 😂 يقول الضرايب عزيزي دام هالضرايب بتنفع الدوله والله بالعافيه عليهم نحن راضين انت محتر وبتنجلط ليش 😂 ,Gulf
1171159693160587264,EG,10,الاخوه ال body builders فين عايز استشاره سريعه كده,Egyptian
1055854062640422784,QA,4,حسابشخصي حسابشخصي حسابشخصي ما ارد عليك بخلي سعودي من قناه سعوديه وبرنامج سعودي و مخرج سعودي يرد عليك 😂 رابطويب,Gulf
1032928087825113216,EG,10,يعني مع كل التطور العلاجي دا وبيخترعوا للسرطان وفيروس سي ادويه وناجحه بنسب عاليه، مش عارفين يخترعوا دوا يقضي علي فيروس الانفلونزا في يوم واحد ! ,Egyptian
743038424765042688,IQ,8,حسابشخصي حسابشخصي ان اكرمت اللئيم تمردا . لكن هسه هو مثل الثور الهائج هسه تستقبله قناه الخنزيره لو العربيه الخبث لان هم يحبون الخنازير,Gulf
1015368458480045952,QA,4,حسابشخصي حسابشخصي استاذ جابر اساسا اسعار الجهاز تختلف الاشتراك المنزلي عن المقاهي والميادين العامه . يعني الحين ما اتوقع انهم اخذوا اشتراك مقهي وهنا شكوي جديده عليهم,Gulf
352222521824788480,DZ,14,هل من صله قرابه بين #حمدين_صباحي وامين الهنيدي ؟ #مصر #مرسي #تمرد,Maghrebi
969975212694495232,IQ,8,اني هم ما اعتقد يستحق الترشيح للاوسكار رابطويب,Gulf
1041728481753792384,AE,15,يوم تنتقد #الاخوانجيه بيطلع لك واحد و بيقول الاخوانجيه معاهم درجه بروفيسور . سبحان الله، محد غيرهم عنده درجه بروفيسور علي كوكب الارض 🙂 . حد بيضحك معاي ولا اضحك اروحي ؟ 😆 ,Gulf
849276394324537344,OM,0,حسابشخصي و الله ان هالعمالقه علي هدوريتهم لكن يخرعوا 🌝 ,Gulf
1154114365911642112,OM,0,خل العيون تقول ماتعجز عن قوله الافواه . رابطويب,Gulf
1079049193040343040,LY,17,حسابشخصي نعم نعم نعم العام الماضي الاقليه صوتو لو السنه نقررو كلنا التصويت مكانش اللي يقهرنا وان شاء الله تكون الثالثه ثابته # KenzaMorsli ,Maghrebi
911316224222597248,TN,16,الشات fake اوي هه اولا هي الي بتتكلم ف الاخضر وهو المفروض ف الابيض بس رده هو جه ف الابيض والاخضر وفجاه ردها بقي ف الابيض #غباء رابطويب,Maghrebi
1075917106972106752,LY,17,حسابشخصي حسابشخصي ع برفايلو كاتب صفحتو ع الفيس وع الانستا,Maghrebi
928285439877840768,LY,17,حسابشخصي حسابشخصي توا المشكله حتي لو طلعوا مش حيقعد ولا واحد منهم يخدم وكلهم بيروحوا وهدا هو الغايه والغرض مايبوهاش تتعدل او تتصلح,Maghrebi
915002638604701568,BH,13,حسابشخصي صار امتن مني ! ! رقبته كانها شاورما,Gulf
1090392259290427392,YE,12,حسابشخصي كالعاده وكما توقعت حذف التغريده 😂 عد توقعاتي 1 التوقع الصح 1 التوقع الخطاء 0 النسبه ٪ 100 ,Gulf
1155584321601908736,OM,0,لاتتضايق وانت ملامحك مخلوقه للفرح ملامحك اكبر من انها تحزن ماحب اشوفك متضايق عطني ضيقتك واعطيك فرحتي ابتسامتك تهمني اكثر من اي شيء ثاني والله ياحظي فيك #طرشوله رابطويب,Gulf
1055103927937589248,KW,3,حسابشخصي حسابشخصي سولفي عدل اسراء حبي لا اعاقبج واسحب تلفونج,Gulf
1139927620571807616,PL,11,حسابشخصي طبعا صح كلامك . . احنا الفكره انه ممكن يكون وضعه شوي مثلا وربنا يرزقه الحياه بدها سعي مش يحكي بتيجي وبيجي رزقها معها تاكيد لكلامك 👍 ,Levantine
1040421940333305984,LB,5,كتير عليه لقب فنان رابطويب,Levantine
1020345417152761984,PL,11,لما يكون في حد بحياتك بيبقي يطمن عليك ع طول ويسال عنك ومهتم فيك عنجد هذا الي بيكون بحبك بصدق . . الي بيبعتلك بس ليسال ويطمن عليك الي بتبعد عنو وبيظل متمسك فيك . . هالشخص حرام نخسرو بس احنا اغبياء وبنتعلمش,Levantine
1085162072697171968,SD,1,حسابشخصي حسابشخصي شكرا كتير المعلومه بتاعت شركه تكوين دي ما كنت عارفها عشان كده . اما بالنسبه للربح ٢٥ الف $ في الشهر ما اظن . ,Maghrebi
1108460424335380352,EG,10,هحلم وحلمي مصدقاه وان راح لفين هفضل وراه،،وان جيتي يا دنيا عليا مره طريقي بردو مكملاه . ,Egyptian
962272620300423168,EG,10,حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي صباح الجمال والسعاده دكتور,Egyptian
907628690443522048,BH,13,حسابشخصي حسابشخصي حسابشخصي ويبدي بمعاش ٨ الاف بعد ، يا زعم قنوع,Gulf
804299979443544064,YE,12,امانه في عندنا بعض السياسين في وسط راسه مطيبه مرق مو عقل,Gulf
756918913833787392,AE,15,#تواجدي اللي بيسافر لا ينسي يسجل في موقع تواجدي,Gulf
1148183609104375808,DZ,14,حسابشخصي مشاء الله عليهم كلهم نجوم,Maghrebi
1097586604036841600,IQ,8,حسابشخصي حسابشخصي ما تكدر تكسر حاسوب ماده ثانويه مقرر القسم يكول عبرهم وتخيلي يعني الشغله عوجه من كل الجوانب والدكاتره بس يحجون بالراتب والقطع والسفرات,Gulf
1126030329838538752,QA,4,حسابشخصي اشدخل الدوري خسران ٤ من ليفربول امس برومنتادا شفيك تبي تشرد ودخلنا فالدوري خلك فالابطال من ٣ - ٠ الي ٤ - ٠ شهالنادي المصخره ، الله يعينك بصراحه صايم واليوم الاربعا وماكل اربعه هه 😂 ,Gulf
1131380510318583808,PL,11,حسابشخصي مش عارفه اتناسي الحوار ده 😂 ,Levantine
1189287218315223040,DZ,14,حسابشخصي حسابشخصي عادي عادي كلشي متوقع من سمير 😁 ,Maghrebi
1013866904128192384,IQ,8,احنا ندور اول شي عرب وراها اسلام وراها فخر اسيا بكاس العالم 😂 ,Gulf
1117514482920587264,MA,9,حسابشخصي وي مي انت فبلاصتهم غتقول نفس شي هكا المشجعين,Maghrebi
765638662180769792,IQ,8,اعجبني فيديو حسابشخصي من حسابشخصي رابطويب تحشيش عراقي كول بريعصي يموت ضحك,Gulf
1043491636137865216,JO,6,حسابشخصي اكتر مكان سفاح بالارردن 💔 ,Levantine
979088195563474944,TN,16,ياخي وينكم ؟ ماعادش تستعملو السكايب ؟ ؟ #حيره_مواطن,Maghrebi
996324684282192000,PL,11,بتمني من كل واحد متخاذل ما عنده نخوه ولا فهم ولا شعور ،بيعترف بالقدس للاحتلال الاسرائيلي يحط اللي برجله بتمه ويصف ع جنب،القدس الها رجالها ✋ ,Levantine
648329866413084672,KW,3,حسابشخصي ياليت الشباب يقتدي في سلطان حبها وتزوجها علي سنه الله ورسوله مالعب عليها ورماها مثل بعض الشباب يتعرف علي البنت وبعدها يرميها,Gulf
1113177742042906624,PL,11,حسابشخصي ياريت ينعدم ليكون عبره 😡 ,Levantine
1169977744110829568,SA,2,حسابشخصي خلاص جربتي كل شي وقلتي سودا اقري البقره,Gulf
823641005169721344,LB,5,#ما_فينا_ننكر ان الواسطه خربت بيوت ناس كتير,Levantine
918901514692911232,AE,15,حسابشخصي خنور ؟ شو يعني صدق مب فاهم هه اسميني ابتليت . ,Gulf
1111344063008124800,PL,11,حسابشخصي انا خفت اول شي عبالي فاضي بعدين بين انو عبايات والمسوح فل,Levantine
959766222723342336,YE,12,تعرف علي اهم فروق الصور الملتقطه بكاميرا ايفون X رابطويب #تقنيه #اخبار # Tech #اقلام_تك,Gulf
819430223997444096,YE,12,واحد راح يتعشي في عزومه و معه ولده الصغير بعد ماقام من العشاء قال لهم انعم الله عليكم وابنه الصغير المسكين حاب . . . رابطويب,Gulf
1161774782934867968,KW,3,حسابشخصي هالنوع من الناس عندهم عقده وهي انا ودي اكون شخص مهم ولي هيبه فلازم اكون حقير,Gulf
993151323083346048,SD,1,اها الليله ماحتحنكيني نهاائي ✋ 🏼 😏 جيبي مقص يلا,Maghrebi
1144709965879422976,EG,10,حسابشخصي حسابشخصي حسابشخصي حسابشخصي اقصر مده 15 يوم واطول مده 50 يوم بيختلف فيما بين هذه المدتين,Egyptian
983826713896505216,DZ,14,#سنابات_محسن_بن_دقله لا تخافون محسن راح يقرا كل كلامنا,Maghrebi
1175161175975387136,SA,2,حسابشخصي انحدينا عليهم مافي تعاقدات,Gulf
50543163496079360,BH,13,اخيرا بنداوم الجامعه اليوم ، وحشتني الجامعه و حشوني الطلبه,Gulf
1091431137715634176,JO,6,حسابشخصي الف الف مبرووك الكاس تستاهلو كل خير,Levantine
982906151514923008,IQ,8,#صباح_السعاده هذا المسكين شلون تقنعه ان اكو سعاده 😂 رابطويب,Gulf
1145605628913696768,SY,7,فنجان القهوه الراكز ما بيحتاج عيارات,Levantine
934775331608842240,TN,16,هشتاج بتكتب فيه تويته يجيلك 10 فولو 👇 #صوتي_لطاهر,Maghrebi
948232967792545792,DZ,14,حسابشخصي حسابشخصي 🤣 شوفي انا رديت بس لانك حاطه تويته في تاجنا بس صراحه كلامكم مش منطقي لان المسلسل اسمو فضيله وبناتها ولو ع البطوله مشتركه فماتعمليش من شاجلار دا بطل الابطال وليه البطوله المطلقه وان كانو كبرو في دورو شويه فدا بسبب زن فانزو بترندات وتاجات بس,Maghrebi
1025369176544866432,LB,5,رايح فتش علي قازان ببرد . ,Levantine
1149413781136728064,SD,1,والله لما خايفه انها تفشل 😤 #اربعينيه_مجزره_القياده لازم نبقي كتاار رابطويب,Maghrebi
953419074045992960,SA,2,حسابشخصي حسابشخصي حسابشخصي تستااهل وفالك البيرق واللي مكانه القمه عينه ماتنزل القااع 💚 عبدالله التمامي 💙 ,Gulf
735379015998005248,SA,2,حسابشخصي حسابشخصي حسابشخصي ودي انهم في كيس الثنين ذولا . . ومفتوح لهم شوي فيه,Gulf
1059810909416275968,KW,3,حسابشخصي حسابشخصي اتكلم بشكل عام،، والقانون العادل هو اللي يبين الفاسد من الصالح . ,Gulf
